issue_type,code,description,current_value,suggested_fix,severity
similar_description,LVP010f,"Suministro y colocación de luna coloreada filtrante, color gris, 4 mm, fijada sobre carpintería con acuñado mediante calzos de apoyo perimetrales y laterales, sellado en frío con silicona sintética in","Levenshtein=5 contra código LVP010h: 'Suministro y colocación de luna coloreada filtrante, color verde, 5 mm, fijada sobre carpintería con acuñado mediante ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVP010f,"Suministro y colocación de luna coloreada filtrante, color gris, 4 mm, fijada sobre carpintería con acuñado mediante calzos de apoyo perimetrales y laterales, sellado en frío con silicona sintética in","Levenshtein=2 contra código LVP010j: 'Suministro y colocación de luna coloreada filtrante, color gris, 10 mm, fijada sobre carpintería con acuñado mediante ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVP010g,"Suministro y colocación de luna coloreada filtrante, color gris, 5 mm, fijada sobre carpintería con acuñado mediante calzos de apoyo perimetrales y laterales, sellado en frío con silicona sintética in","Levenshtein=1 contra código LVP010i: 'Suministro y colocación de luna coloreada filtrante, color gris, 6 mm, fijada sobre carpintería con acuñado mediante cal'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVP010g,"Suministro y colocación de luna coloreada filtrante, color gris, 5 mm, fijada sobre carpintería con acuñado mediante calzos de apoyo perimetrales y laterales, sellado en frío con silicona sintética in","Levenshtein=4 contra código LVP010h: 'Suministro y colocación de luna coloreada filtrante, color verde, 5 mm, fijada sobre carpintería con acuñado mediante ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVP010g,"Suministro y colocación de luna coloreada filtrante, color gris, 5 mm, fijada sobre carpintería con acuñado mediante calzos de apoyo perimetrales y laterales, sellado en frío con silicona sintética in","Levenshtein=2 contra código LVP010j: 'Suministro y colocación de luna coloreada filtrante, color gris, 10 mm, fijada sobre carpintería con acuñado mediante ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVP010i,"Suministro y colocación de luna coloreada filtrante, color gris, 6 mm, fijada sobre carpintería con acuñado mediante calzos de apoyo perimetrales y laterales, sellado en frío con silicona sintética in","Levenshtein=5 contra código LVP010h: 'Suministro y colocación de luna coloreada filtrante, color verde, 5 mm, fijada sobre carpintería con acuñado mediante ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVP010i,"Suministro y colocación de luna coloreada filtrante, color gris, 6 mm, fijada sobre carpintería con acuñado mediante calzos de apoyo perimetrales y laterales, sellado en frío con silicona sintética in","Levenshtein=2 contra código LVP010j: 'Suministro y colocación de luna coloreada filtrante, color gris, 10 mm, fijada sobre carpintería con acuñado mediante ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 3 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010b: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 4 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 3 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010c: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 5 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 3 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010d: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 6 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 3 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010e: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 8 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 3 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=2 contra código LVS010f: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 10 mm de espesor unidas mediante dos '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010b,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 4 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010c: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 5 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010b,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 4 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010d: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 6 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010b,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 4 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010e: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 8 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010b,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 4 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=2 contra código LVS010f: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 10 mm de espesor unidas mediante dos '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010c,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 5 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010d: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 6 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010c,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 5 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010e: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 8 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010c,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 5 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=2 contra código LVS010f: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 10 mm de espesor unidas mediante dos '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010d,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 6 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=1 contra código LVS010e: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 8 mm de espesor unidas mediante dos l'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010d,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 6 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=2 contra código LVS010f: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 10 mm de espesor unidas mediante dos '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVS010e,"Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 8 mm de espesor unidas mediante dos láminas incoloras de butiral de polivinilo, de 0,38 mm de espesor cada una, clasi","Levenshtein=2 contra código LVS010f: 'Suministro y colocación de vidrio laminar de seguridad, compuesto por dos lunas de 10 mm de espesor unidas mediante dos '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVT010,"Suministro y colocación de vidrio de silicato sodocálcico templado, incoloro, de 10 mm de espesor, clasificación de prestaciones 1C1, según UNE-EN 12600, fijado sobre carpintería con acuñado mediante ","Levenshtein=1 contra código LVT010b: 'Suministro y colocación de vidrio de silicato sodocálcico templado, incoloro, de 12 mm de espesor, clasificación de pres'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LVT015,"Suministro y colocación de puerta abatible de vidrio templado incoloro, de 2090x796 mm y de 10 mm de espesor, clasificación de prestaciones 1C1. Incluso kit de herrajes, de acero inoxidable AISI 304. ","Levenshtein=1 contra código LVT015b: 'Suministro y colocación de puerta abatible de vidrio templado incoloro, de 2090x896 mm y de 10 mm de espesor, clasificac'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAA010b,"Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos calientes (de +40°C a +60°C), formado por coquilla de espuma elastomérica, de 23 m","Levenshtein=2 contra código NAA010c: 'Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAA010b,"Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos calientes (de +40°C a +60°C), formado por coquilla de espuma elastomérica, de 23 m","Levenshtein=4 contra código NAA010d: 'Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAA010b,"Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos calientes (de +40°C a +60°C), formado por coquilla de espuma elastomérica, de 23 m","Levenshtein=4 contra código NAA010: 'Suministro y colocación de aislamiento térmico de tubería en colocada superficialmente, para la distribución de fluidos '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAA010c,"Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos calientes (de +40°C a +60°C), formado por coquilla de espuma elastomérica, de 36 m","Levenshtein=4 contra código NAA010d: 'Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAA010c,"Suministro y colocación de aislamiento térmico de tubería, colocada superficialmente, para la distribución de fluidos calientes (de +40°C a +60°C), formado por coquilla de espuma elastomérica, de 36 m","Levenshtein=5 contra código NAA010: 'Suministro y colocación de aislamiento térmico de tubería en colocada superficialmente, para la distribución de fluidos '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAF010d,"Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno expandido, de superficie lisa y mecanizado lateral recto, de 30 mm de espesor, resistencia térmica 1 m²K/W, cond","Levenshtein=2 contra código NAF010j: 'Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno expandido, de superficie lisa y '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAF010d,"Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno expandido, de superficie lisa y mecanizado lateral recto, de 30 mm de espesor, resistencia térmica 1 m²K/W, cond","Levenshtein=2 contra código NAF010l: 'Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno expandido, de superficie lisa y '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAF010f,"Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno extruido, de superficie lisa y mecanizado lateral machihembrado, de 50 mm de espesor, resistencia a compresión >","Levenshtein=2 contra código NAF010g: 'Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno extruido, de superficie lisa y m'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NAF010j,"Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno expandido, de superficie lisa y mecanizado lateral recto, de 100 mm de espesor, resistencia térmica 1 m²K/W, con","Levenshtein=1 contra código NAF010l: 'Suministro y colocación de aislamiento térmico formado por panel rígido de poliestireno expandido, de superficie lisa y '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEC010c,"Sellado estanco al aire y lluvia, apto para revestir, por el exterior, de la junta entre la carpintería exterior y el paramento de madera con cinta autoadhesiva, de geotextil especial reforzado con ma","Levenshtein=5 contra código NEC010d: 'Sellado estanco al aire y lluvia, apto para revestir, por el exterior, de la junta entre la carpintería exterior y el pa'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI010,"Sellado estanco con pieza autoadhesiva, para un cable de 6 a 12 mm de diámetro, de geotextil no tejido de polipropileno y caucho sintético EPDM, de 14,5x14,5 cm, con adhesivo SOLID resistente al agua ","Levenshtein=4 contra código NEI010b: 'Sellado estanco con pieza autoadhesiva, para dos cables de 6 a 12 mm de diámetro, de geotextil no tejido de polipropilen'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI020b,"Sellado estanco con pieza, para un tubo de de 30 a 50 mm de diámetro, de caucho sintético EPDM, de 14x14 cm, con cinta autoadhesiva, de geotextil especial reforzado con malla, con adhesivo SOLID resis","Levenshtein=2 contra código NEI020c: 'Sellado estanco con pieza, para un tubo de de 50 a 90 mm de diámetro, de caucho sintético EPDM, de 14x14 cm, con cinta a'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI020d,"Sellado estanco con pieza, para un tubo de de 100 a 120 mm de diámetro, de caucho sintético EPDM, de 20x20 cm, con cinta autoadhesiva, de geotextil especial reforzado con malla, con adhesivo SOLID res","Levenshtein=4 contra código NEI020e: 'Sellado estanco con pieza, para un tubo de de 120 a 170 mm de diámetro, de caucho sintético EPDM, de 25x25 cm, con cinta'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI020d,"Sellado estanco con pieza, para un tubo de de 100 a 120 mm de diámetro, de caucho sintético EPDM, de 20x20 cm, con cinta autoadhesiva, de geotextil especial reforzado con malla, con adhesivo SOLID res","Levenshtein=4 contra código NEI020f: 'Sellado estanco con pieza, para un tubo de de 170 a 220 mm de diámetro, de caucho sintético EPDM, de 30x30 cm, con cinta'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI020d,"Sellado estanco con pieza, para un tubo de de 100 a 120 mm de diámetro, de caucho sintético EPDM, de 20x20 cm, con cinta autoadhesiva, de geotextil especial reforzado con malla, con adhesivo SOLID res","Levenshtein=5 contra código NEI020h: 'Sellado estanco con pieza, para un tubo de de 270 a 320 mm de diámetro, de caucho sintético EPDM, de 50x50 cm, con cinta'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI020e,"Sellado estanco con pieza, para un tubo de de 120 a 170 mm de diámetro, de caucho sintético EPDM, de 25x25 cm, con cinta autoadhesiva, de geotextil especial reforzado con malla, con adhesivo SOLID res","Levenshtein=4 contra código NEI020g: 'Sellado estanco con pieza, para un tubo de de 220 a 270 mm de diámetro, de caucho sintético EPDM, de 45x45 cm, con cinta'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI020f,"Sellado estanco con pieza, para un tubo de de 170 a 220 mm de diámetro, de caucho sintético EPDM, de 30x30 cm, con cinta autoadhesiva, de geotextil especial reforzado con malla, con adhesivo SOLID res","Levenshtein=4 contra código NEI020h: 'Sellado estanco con pieza, para un tubo de de 270 a 320 mm de diámetro, de caucho sintético EPDM, de 50x50 cm, con cinta'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 16 mm de diámetro exterior y 11 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=3 contra código NEI030b: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 20 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 16 mm de diámetro exterior y 11 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=4 contra código NEI030d: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 32 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 16 mm de diámetro exterior y 11 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=5 contra código NEI030c: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 25 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 16 mm de diámetro exterior y 11 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=5 contra código NEI030e: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 40 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030b,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 20 mm de diámetro exterior y 15 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=3 contra código NEI030d: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 32 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030b,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 20 mm de diámetro exterior y 15 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=3 contra código NEI030c: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 25 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030b,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 20 mm de diámetro exterior y 15 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=3 contra código NEI030e: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 40 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030c,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 25 mm de diámetro exterior y 19,5 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de ","Levenshtein=4 contra código NEI030e: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 40 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030d,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 32 mm de diámetro exterior y 25 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=5 contra código NEI030c: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 25 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,NEI030d,"Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 32 mm de diámetro exterior y 25 mm de diámetro interior. Incluye: Perforación de la pieza. Colocación de la","Levenshtein=5 contra código NEI030e: 'Sellado estanco de tubo para paso de instalaciones con tapón de elastómero termoplástico, de 40 mm de diámetro exterior '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RAG018,Suministro y colocación de cantonera de PVC.,Levenshtein=5 contra código RAG018c: 'Suministro y colocación de cantonera de latón.',Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RME030,"Formación de capa de esmalte al agua, color blanco, acabado brillante, sobre superficie de carpintería interior de madera, mediante aplicación de una mano de fondo con imprimación selladora, a base de","Levenshtein=2 contra código RME030b: 'Formación de capa de esmalte al agua, color blanco, acabado brillante, sobre superficie de carpintería exterior de mader'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RSM020,"Suministro y colocación de entarimado tradicional formado por tablas machihembradas de madera maciza de roble, de 70x22 mm, colocadas a rompejuntas sobre rastreles de madera de pino de 50x25 mm, fijad","Levenshtein=5 contra código RSM020b: 'Suministro y colocación de entarimado tradicional formado por tablas machihembradas de madera maciza de jatoba, de 70x22'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RSM050b,"Suministro y colocación de rodapié de aglomerado chapado de haya de 6x1,2 cm, clavado en paramento.","Levenshtein=5 contra código RSM050c: 'Suministro y colocación de rodapié de aglomerado chapado de roble de 6x1,2 cm, clavado en paramento.'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RSM050b,"Suministro y colocación de rodapié de aglomerado chapado de haya de 6x1,2 cm, clavado en paramento.","Levenshtein=5 contra código RSM050d: 'Suministro y colocación de rodapié de aglomerado chapado de castaño de 6x1,2 cm, clavado en paramento.'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RSM050e,"Suministro y colocación de rodapié de aglomerado chapado de cerezo de 6x1,2 cm, clavado en paramento.","Levenshtein=5 contra código RSM050d: 'Suministro y colocación de rodapié de aglomerado chapado de castaño de 6x1,2 cm, clavado en paramento.'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RSP010b,"Suministro y colocación de pavimento de baldosas de arenisca Caliza Capri, de 60x40x2 cm, acabado apomazado; recibidas con adhesivo cementoso mejorado, C2 TE, con deslizamiento reducido y tiempo abier","Levenshtein=5 contra código RSP010: 'Suministro y colocación de pavimento de baldosas de arenisca Caliza Capri, de 60x40x2 cm, acabado abujardado; recibidas '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RSP010c,"Suministro y colocación de pavimento de baldosas de arenisca Caliza Capri, de 60x40x2 cm, acabado arenado; recibidas con adhesivo cementoso mejorado, C2 TE, con deslizamiento reducido y tiempo abierto","Levenshtein=5 contra código RSP010b: 'Suministro y colocación de pavimento de baldosas de arenisca Caliza Capri, de 60x40x2 cm, acabado apomazado; recibidas c'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RTC021,"Suministro y montaje de trampilla de registro de acero, de 300x300 mm, formada por marco, puerta, cierre y brazo de seguridad, para falso techo continuo de placas de yeso laminado. Incluso accesorios ","Levenshtein=2 contra código RTC021b: 'Suministro y montaje de trampilla de registro de acero, de 600x600 mm, formada por marco, puerta, cierre y brazo de segu'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RVE010,"Suministro y colocación de espejo de luna incolora de 3 mm de espesor, con pintura de protección, color plata, por su cara posterior, fijado con masilla al paramento. Incluso canteado perimetral, y ma","Levenshtein=4 contra código RVE010g: 'Suministro y colocación de espejo de luna de color de 3 mm de espesor, con pintura de protección, color plata, por su ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RVE010c,"Suministro y colocación de espejo de luna incolora de 3 mm de espesor, con pintura de protección, color plata, por su cara posterior, fijado con masilla al paramento. Incluso canteado perimetral, bise","Levenshtein=1 contra código RVE010d: 'Suministro y colocación de espejo de luna incolora de 5 mm de espesor, con pintura de protección, color plata, por su ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RVE010c,"Suministro y colocación de espejo de luna incolora de 3 mm de espesor, con pintura de protección, color plata, por su cara posterior, fijado con masilla al paramento. Incluso canteado perimetral, bise","Levenshtein=5 contra código RVE010i: 'Suministro y colocación de espejo de luna de color de 5 mm de espesor, con pintura de protección, color plata, por su ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,RVE010d,"Suministro y colocación de espejo de luna incolora de 5 mm de espesor, con pintura de protección, color plata, por su cara posterior, fijado con masilla al paramento. Incluso canteado perimetral, bise","Levenshtein=4 contra código RVE010i: 'Suministro y colocación de espejo de luna de color de 5 mm de espesor, con pintura de protección, color plata, por su ca'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,SAC020,"Suministro e instalación de lavabo de porcelana sanitaria con pedestal,color blanco, de 520x410 mm, con grifería monomando, acabado cromado, con aireador y desagüe, acabado con sifón botella. Incluso ","Levenshtein=3 contra código SAC020c: 'Suministro e instalación de lavabo de porcelana sanitaria con pedestal, color blanco, de 650x510 mm, con grifería monoma'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,SAC020j,"Suministro e instalación de bañera de acero color blanco, de 140x70 cm, sin asas, con grifería monomando, acabado cromado. Incluso conexión a las redes de agua fría y caliente y a la red de evacuación","Levenshtein=1 contra código SAC020k: 'Suministro e instalación de bañera de acero color blanco, de 150x70 cm, sin asas, con grifería monomando, acabado cromad'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,SAC020j,"Suministro e instalación de bañera de acero color blanco, de 140x70 cm, sin asas, con grifería monomando, acabado cromado. Incluso conexión a las redes de agua fría y caliente y a la red de evacuación","Levenshtein=1 contra código SAC020l: 'Suministro e instalación de bañera de acero color blanco, de 160x70 cm, sin asas, con grifería monomando, acabado cromad'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,SAC020k,"Suministro e instalación de bañera de acero color blanco, de 150x70 cm, sin asas, con grifería monomando, acabado cromado. Incluso conexión a las redes de agua fría y caliente y a la red de evacuación","Levenshtein=1 contra código SAC020l: 'Suministro e instalación de bañera de acero color blanco, de 160x70 cm, sin asas, con grifería monomando, acabado cromad'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,SAC020m,"Suministro e instalación de bañera de hierro fundido color blanco, de 140x70 cm, sin asas, con grifería monomando, acabado cromado. Incluso conexión a las redes de agua fría y caliente y a la red de e","Levenshtein=1 contra código SAC020n: 'Suministro e instalación de bañera de hierro fundido color blanco, de 150x70 cm, sin asas, con grifería monomando, acaba'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
