issue_type,code,description,current_value,suggested_fix,severity
similar_description,EPF010,"Losa de 20 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 20 cm de canto y 120 cm de anchura, con momento flector último de 17 kN·m/m, con altura libre de planta","Levenshtein=5 contra código EPF010e: 'Losa de 15 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 15 cm de canto y 120 cm'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,EPF010b,"Losa de 25 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 25 cm de canto y 120 cm de anchura, con momento flector último de 22 kN·m/m, con altura libre de planta","Levenshtein=4 contra código EPF010e: 'Losa de 15 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 15 cm de canto y 120 cm'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,EPF010c,"Losa de 30 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 30 cm de canto y 120 cm de anchura, con momento flector último de 17 kN·m/m, con altura libre de planta","Levenshtein=5 contra código EPF010e: 'Losa de 15 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 15 cm de canto y 120 cm'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,EPF010d,"Losa de 15 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 15 cm de canto y 120 cm de anchura, con momento flector último de 13 kN·m/m, con altura libre de pl","Levenshtein=5 contra código EPF010f: 'Losa de 20 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 20 cm de canto y 12'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,EPF010d,"Losa de 15 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 15 cm de canto y 120 cm de anchura, con momento flector último de 13 kN·m/m, con altura libre de pl","Levenshtein=4 contra código EPF010g: 'Losa de 25 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 25 cm de canto y 12'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,EPF010d,"Losa de 15 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 15 cm de canto y 120 cm de anchura, con momento flector último de 13 kN·m/m, con altura libre de pl","Levenshtein=5 contra código EPF010h: 'Losa de 30 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 30 cm de canto y 12'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,EPF010f,"Losa de 20 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 20 cm de canto y 120 cm de anchura, con momento flector último de 17 kN·m/m, con altura libre de pl","Levenshtein=4 contra código EPF010g: 'Losa de 25 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 25 cm de canto y 12'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,EPF010f,"Losa de 20 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 20 cm de canto y 120 cm de anchura, con momento flector último de 17 kN·m/m, con altura libre de pl","Levenshtein=2 contra código EPF010h: 'Losa de 30 + 5 cm de canto, realizada con placas alveolares prefabricadas de hormigón pretensado, de 30 cm de canto y 12'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FAR020c,"Ejecución de muro de 20 cm de espesor de fábrica, de bloque de hormigón ligero con arcilla expandida, macizo, para revestir, 50x20x20 cm, recibida con mortero de cemento industrial, color gris, M-5, I","Levenshtein=2 contra código FAR020d: 'Ejecución de muro de 25 cm de espesor de fábrica, de bloque de hormigón ligero con arcilla expandida, macizo, para reves'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FAR020c,"Ejecución de muro de 20 cm de espesor de fábrica, de bloque de hormigón ligero con arcilla expandida, macizo, para revestir, 50x20x20 cm, recibida con mortero de cemento industrial, color gris, M-5, I","Levenshtein=3 contra código FAR020e: 'Ejecución de muro de 30 cm de espesor de fábrica, de bloque de hormigón ligero con arcilla expandida, macizo, para reves'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FAR020d,"Ejecución de muro de 25 cm de espesor de fábrica, de bloque de hormigón ligero con arcilla expandida, macizo, para revestir, 50x20x25 cm, recibida con mortero de cemento industrial, color gris, M-5. I","Levenshtein=5 contra código FAR020e: 'Ejecución de muro de 30 cm de espesor de fábrica, de bloque de hormigón ligero con arcilla expandida, macizo, para reves'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FBY010b,"Suministro y montaje de tabique múltiple, de 108 mm de espesor total, con nivel de calidad del acabado estándar (Q2), sobre banda acústica, formado por una estructura simple de perfiles de chapa de ac","Levenshtein=5 contra código FBY010c: 'Suministro y montaje de tabique múltiple, de 130 mm de espesor total, con nivel de calidad del acabado estándar (Q2), so'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FDB010b,"Suministro y montaje de balaustrada recta formada por balaustres prefabricados de hormigón blanco de sección circular de 70 cm de altura y 15 cm de diámetro, recibida con mortero de cemento y cal M-5 ",Levenshtein=2 contra código FDB010: 'Suministro y montaje de balaustrada recta formada por balaustres prefabricados de hormigón blanco de sección circular de',Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FDZ030,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 40x40 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","Levenshtein=2 contra código FDZ030b: 'Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 60x60 cm, de color gris, recibida con morter'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FDZ030,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 40x40 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","Levenshtein=2 contra código FDZ030c: 'Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 50x50 cm, de color gris, recibida con morter'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FDZ030,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 40x40 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","Levenshtein=1 contra código FDZ030d: 'Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 20x40 cm, de color gris, recibida con morter'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FDZ030b,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 60x60 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","Levenshtein=2 contra código FDZ030c: 'Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 50x50 cm, de color gris, recibida con morter'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FDZ030b,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 60x60 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","Levenshtein=2 contra código FDZ030d: 'Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 20x40 cm, de color gris, recibida con morter'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FDZ030c,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 50x50 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","Levenshtein=2 contra código FDZ030d: 'Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 20x40 cm, de color gris, recibida con morter'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FEF010a,"Ejecución de muro de 14 cm de espesor de fábrica de ladrillo cerámico hueco de carga H-20, para revestir, 24x19x14 cm, resistencia a compresión 8 N/mm², recibida con mortero de cemento industrial, col","Levenshtein=2 contra código FEF033: 'Ejecución de muro de 20 cm de espesor de fábrica de ladrillo cerámico hueco de carga H-20, para revestir, 24x19x14 cm, r'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FEF010b,"Ejecución de muro de 20 cm de espesor de fábrica de ladrillo cerámico hueco H-16, para revestir, 24x19x14 cm, recibida con mortero de cemento industrial, color gris, M-5. Incluso p/p de replanteo, niv","Levenshtein=2 contra código FEF010c: 'Ejecución de muro de 14 cm de espesor de fábrica de ladrillo cerámico hueco H-16, para revestir, 24x19x14 cm, recibida c'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FEF020b,"Ejecución de muro de carga de 25 cm de espesor de fábrica de bloque de hormigón tipo alemán, de carga, color gris, 40x20x25 cm, categoría I, resistencia normalizada R10 (10 N/mm²), fabricado con grava","Levenshtein=3 contra código FEF020c: 'Ejecución de muro de carga de 20 cm de espesor de fábrica de bloque de hormigón tipo alemán, de carga, color gris, 50x20'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FEF023,"Muro de contención de bloque de 25 cms de espesor de hormigón vibrado tipo H de encofrado perdido de 25x20x50, color gris, categoría I, resistencia normalizada R10 (10 N/mm²), fabricado con grava cali","Levenshtein=2 contra código FEF024: 'Muro de contención de bloque de 20 cms de espesor de hormigón vibrado tipo H de encofrado perdido de 20x20x50, color gri'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFP040,"Formación de fábrica de marés de 5 cm de espesor, con piezas de marés de Porreres, de 5x40x80 cm, recibida con mortero de cemento mallorquín y yeso de construcción B1. Incluso p/p de replanteo, nivela","Levenshtein=2 contra código FFP040b: 'Formación de fábrica de marés de 7 cm de espesor, con piezas de marés de Porreres, de 7x40x80 cm, recibida con mortero d'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFQ010,"Fábrica de ladrillo de 5 cm de espesor de fábrica, de ladrillo cerámico Super 5, para revestir,5x19x33 cm, recibida con mortero de cemento portland y arena, dosificación 1:6, con banda elástica, de ba","Levenshtein=5 contra código FFQ010d: 'Fábrica de ladrillo de 8 cm de espesor de fábrica, de ladrillo cerámico Super H-6, para revestir, 8x19x33 cm, recibida c'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020n,"Fábrica de 20 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x20 cm, categoría II, resistencia normalizada R10 (10 N/mm²),reforzada con armadura de tendel prefabricada de ac","Levenshtein=2 contra código FFZ020w: 'Fábrica de 10 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x10 cm, categoría II, resistenci'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020n,"Fábrica de 20 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x20 cm, categoría II, resistencia normalizada R10 (10 N/mm²),reforzada con armadura de tendel prefabricada de ac","Levenshtein=4 contra código FFZ020x: 'Fábrica de 15 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x15 cm, categoría II, resistenci'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020o,"Fábrica de bloque de 25 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 40x20x25 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","Levenshtein=3 contra código FFZ020p: 'Fábrica de bloque de 20 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020o,"Fábrica de bloque de 25 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 40x20x25 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","Levenshtein=3 contra código FFZ020q: 'Fábrica de bloque de 15 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020o,"Fábrica de bloque de 25 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 40x20x25 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","Levenshtein=5 contra código FFZ020r: 'Fábrica de bloque de 10 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020p,"Fábrica de bloque de 20 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20x20 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","Levenshtein=4 contra código FFZ020q: 'Fábrica de bloque de 15 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020p,"Fábrica de bloque de 20 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20x20 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","Levenshtein=2 contra código FFZ020r: 'Fábrica de bloque de 10 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020q,"Fábrica de bloque de 15 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20x15 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","Levenshtein=2 contra código FFZ020r: 'Fábrica de bloque de 10 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FFZ020w,"Fábrica de 10 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x10 cm, categoría II, resistencia normalizada R10 (10 N/mm²), reforzada con armadura de tendel prefabricada de a","Levenshtein=2 contra código FFZ020x: 'Fábrica de 15 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x15 cm, categoría II, resistenci'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FUO010,"Suministro y montaje de cerramiento acristalado plano con perfiles en ""U"" de vidrio impreso translúcido, de 41+262+41 mm y 6 mm de espesor, colocados en peine para pared simple. Incluso p/p de perfile","Levenshtein=5 contra código FUO010c: 'Suministro y montaje de cerramiento acristalado plano con perfiles en ""U"" de vidrio impreso translúcido, de 41+262+41 mm'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FUV010,"Cerramiento de fachada de fábrica de bloques huecos de vidrio moldeado ondulado, incoloro, 190x90x80 mm, recibidos con adhesivo cementoso color blanco, compuesto por cemento blanco de alta resistencia","Levenshtein=1 contra código FUV010b: 'Cerramiento de fachada de fábrica de bloques huecos de vidrio moldeado ondulado, incoloro, 190x190x80 mm, recibidos con '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FUV010,"Cerramiento de fachada de fábrica de bloques huecos de vidrio moldeado ondulado, incoloro, 190x90x80 mm, recibidos con adhesivo cementoso color blanco, compuesto por cemento blanco de alta resistencia","Levenshtein=4 contra código FUV010c: 'Cerramiento de fachada de fábrica de bloques huecos de vidrio moldeado ondulado, incoloro, 240x240x80 mm, recibidos con '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,FUV010b,"Cerramiento de fachada de fábrica de bloques huecos de vidrio moldeado ondulado, incoloro, 190x190x80 mm, recibidos con adhesivo cementoso color blanco, compuesto por cemento blanco de alta resistenci","Levenshtein=4 contra código FUV010c: 'Cerramiento de fachada de fábrica de bloques huecos de vidrio moldeado ondulado, incoloro, 240x240x80 mm, recibidos con '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 1,0 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=2 contra código GRB005b: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 1,0 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=1 contra código GRB005c: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 1,0 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=1 contra código GRB005d: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 1,0 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=2 contra código GRB005e: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005b,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 0,5 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=1 contra código GRB005c: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005b,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 0,5 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=2 contra código GRB005d: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005b,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 0,5 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=1 contra código GRB005e: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005c,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 1,5 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=2 contra código GRB005d: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005c,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 1,5 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=1 contra código GRB005e: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,GRB005d,"Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de 2,0 t/m³, en vertedero específico, instalación de tratamiento de residuos de co","Levenshtein=1 contra código GRB005e: 'Canon de vertido por entrega de residuos inertes producidos en obras de construcción y/o demolición, con una densidad de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,HEC010,"Colocación y fijación de premarco de aluminio o de acero galvanizado, mediante recibido al paramento de las patillas de anclaje con mortero de cemento, industrial, con aditivo hidrófugo, M-10, para fi","Levenshtein=5 contra código HEC010c: 'Colocación y fijación de premarco de aluminio o de acero galvanizado, mediante recibido al paramento de las patillas de '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICD010,"Suministro e instalación de depósito homologado de gasóleo enterrado de chapa de acero, de simple pared contenido en cubeto, con una capacidad de 1000 litros. Incluso medidor de nivel, interruptor de ","Levenshtein=1 contra código ICD010b: 'Suministro e instalación de depósito homologado de gasóleo enterrado de chapa de acero, de simple pared contenido en cub'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 477 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compues","Levenshtein=4 contra código ICE040b: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 636 kcal/h, según UNE-EN 442-1, para una '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 477 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compues","Levenshtein=5 contra código ICE040c: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 795 kcal/h, según UNE-EN 442-1, para una '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040b,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 636 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compues","Levenshtein=5 contra código ICE040c: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 795 kcal/h, según UNE-EN 442-1, para una '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040ba,"Suministro e instalación de radiador de acero, emisión calorífica 560 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compuesto de 10 elem","Levenshtein=5 contra código ICE040x: 'Suministro e instalación de radiador de acero, emisión calorífica 454 kcal/h, según UNE-EN 442-1, para una diferencia me'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040c,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 795 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compues","Levenshtein=5 contra código ICE040i: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1191 kcal/h, según UNE-EN 442-1, para una'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040d,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 623,4 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040e: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 831,2 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040d,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 623,4 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040g: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 714,6 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040d,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 623,4 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040j: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 802,2 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040e,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 831,2 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040h: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 952,8 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040e,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 831,2 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=4 contra código ICE040j: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 802,2 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040f,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1039 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compue","Levenshtein=4 contra código ICE040i: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1191 kcal/h, según UNE-EN 442-1, para una'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040f,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1039 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compue","Levenshtein=3 contra código ICE040l: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1337 kcal/h, según UNE-EN 442-1, para una'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040g,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 714,6 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040h: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 952,8 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040g,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 714,6 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040j: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 802,2 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040h,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 952,8 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040j: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 802,2 kcal/h, según UNE-EN 442-1, para un'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040i,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1191 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compue","Levenshtein=4 contra código ICE040l: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1337 kcal/h, según UNE-EN 442-1, para una'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ICE040j,"Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 802,2 kcal/h, según UNE-EN 442-1, para una diferencia media de temperatura de 50°C entre el radiador y el ambiente, compu","Levenshtein=5 contra código ICE040k: 'Suministro e instalación de radiador de aluminio inyectado, emisión calorífica 1069,6 kcal/h, según UNE-EN 442-1, para u'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
